label,text
normal,빅뱅 몬스타엑스 방탄소년단은 엑소를 본받아야할듯... 바른 생활 아이돌의 정석...
normal,빅뱅 해체 안했음좋겟다 난 그냥 니들 음악이좋아 음악만 듣게해줘
normal,빅뱅이 낫나요?? 동방신기가 낫나요??
normal,빅뱅이 이렇게 무너질줄이야 ㅜ 난 첨부터 승리는 열외였어
normal,빈지노 또 어떤 행보 보여줄지 진짜 기대되네 앨범 기대된다
normal,빛이나는구나 한지민?
normal,빛투나 해결해라
normal,빤스바람 ㅋㅋㅋㅋㅋㅋㅋㅋ 혜교언니는 그때도 이쁘시던데!
normal,빽으로 올라간 맴버들 다 공개하고....재정비 바랍니다.
normal,뽀빠이 쌤 항상 건강하세요 사랑해요
normal,뽑힌 애들도 안됐다..주작논란에 탈락 연생들이 더 인기있고.. 앞으로 우째됄지
normal,뿌염도 컨셉이것져 거슬리던데 암튼 연기잘해용공효진씨와도베프맴버로알고있는데 촬영장분위기좋겠어여
normal,삐져주세요 삐지시면 됩니다
normal,사건의 흐름과 정황상 피해자와 급하게 합의가 된모양이네요...재밌게 보는 드라마에 멋있는 신인이었는데... 안타깝습니다.그 합의 안에 진정성있는 사과와 미안함 그리고 용서가 있었기를 바래봅니다.
normal,사귀는거아니라하지않았었나여튼 축하해요
normal,사귀다 헤어지면 어때서 결혼하고헤어지는것보다났지그냥 출연하시지^^~
normal,사귐 사귄다고 말함되지 참 답답따
normal,사극연기는 조금 어색하시더라. 이병헌과 마주할 때면 혼자 붕뜬느낌.
normal,사기? 그런덜로 이희진 부모처럼 청부살인당했다는 루머있던데
normal,사라진것이 아니고 찬성이 눈에 안보이는것이겠죠...
normal,사람고기 먹는 거 생각나네
normal,사람들 관심에서 점점 멀어졌었는데 이렇게 꺼져가는 불씨를 살리네요 ㅋㅋㅋㅋㅋ
normal,사람들 그렇게 오지랖을 떨더니 잘살고있나보네
normal,사람들 너무 무섭다.ㅠㅠ 해킹에 대한 잘못을 먼저 따지고 들어야하는데...뭐가 잘못돼도 한참 잘못됐지...
normal,"사람은 고쳐쓰는게 아니야...인성과,본성은 변하지 않아..."
normal,사랑과 전쟁이 현실로...
normal,사랑은 무죄
normal,사랑이~ 다른사랑으로 잊혀지네~~
normal,사실 개그맨이라서 그런거지 미인이고 글래머이심 멋진 여성이심
normal,사실만 쓰세요
normal,사실이면 얼굴공개해 왜 안해?
normal,사실이어도 자식은 잘못없지 대한민국은 연좌제없잖아
normal,사유리 한국사람과 결혼하네 축하합니다~
normal,사정이 있겠지.
normal,사진 순간 현아일줄
normal,사진보고 깜놀~! 우리 와이프인줄 알았음
normal,사진보니 새삼이쁘네...예쁜아가낳고 행복하게 사세요~~
normal,사진은 수지닮았네 이뻐요~
normal,사진을 너무 못찍는다
normal,사진이 좀 이상하게나온듯
normal,사쿠라가 예쁘기만 한게 아니고 똑똑하기까지하네... 같이 있음 본인이 더 독보인다 이거지 ㄷㄷ
normal,산이 멋진데요
normal,산이 뭐야 저 동영상 피해자 동의 없이 유포하면 안되는데
normal,산이가 또해냈다 이쯤되면 깨어있는뮤지션 인정
normal,산이님 힘내세요!
normal,산이힘내자 맞는말만했다
normal,살림남 지금 가족들 다 잼있어요 쿨 유리 언니 팬인데 나와서 너무 반가웠어요
normal,살빼기전 김태희보다 더이뻣음
normal,살빼니까 왜케 느끼하지ㅋㅋ
normal,살빼서 캐릭터가 죽은거 같은데 .....
normal,살아있는게신기ㄷㄷ 쌈디나이가 거의마흔인데 어릴때실종됐는데 ㄷ
normal,살이 너무 쪘다
normal,살짝 피오님이랑 닮으신듯
normal,살찌니까 최유라모습 그대로네
normal,"삼가 고인의 명복을 빕니다 즐겨듣는 levels , divine sorrow ,wake me up, waiting for love, addicted to you , hey brother 기억할게요"
normal,삼가 고인의 명복을 빕니다. 좋은 분이셨어요.
normal,삼가 고인의 명복을빕니다
normal,삼가 명복을 빕니다
normal,삼시새끼 다시먹으면 요요옵니다 식이조절 잘하시길 ㅡ다이어트 요요 경험자가ㅡ
normal,삼시세끼 고고
normal,삼시세끼찍고 남은 동물들이 불쌍해서 두번다시 나영석이 피디한거 절대 안본다
normal,삼촌하고 조카인데..
normal,상대가 보검이라니 ;;;;;; 고사 안하는게 더 이상 둘이 연인으로 말도 안됨
normal,상상암이랑 머가달라요.. 주말극은 꼭 이래ㅠㅜ
normal,상영관 독점 너무 심하던데 오히려 반감들어서 안보게 됨..
normal,상화 이뻐졌다
normal,새 웹툰 회춘 재미없든데.. 욕하고 때리고.. 2화만 보고 끝
normal,생각을 해봐. 니 옆에 누군가가 너보고 어떤 사람 죽이라면 네~ 하고 죽이겠어? 둘 다 책임이 있는거야. 특히 직접 죽인 사람이 더 큰 처벌을 받겠지. 안그래?
normal,생에는 순서가 있지만 졸에는 순서가 없는 법이라더니...
normal,샤넬백은 박효신이 원조임
normal,샤이니 민호 기대하고 왔는데... 신기방기 적힌 저 사진 남자 이름 아시는분 알려주세요
normal,샵사건을 아는 사람을 알게다.. 이지혜는 보살이란것을...
normal,서로 마주보고만 있어도 좋겠다~ 눈앞에 김소연이~눈앞에 이상우가 있으니
normal,서로 좋으면 됬지 악플은 그만!! 축하합니다 행복하셔요
normal,서로 쿨하면서도 아껴주는사이가 최고인데진자 조금만걸로 목숨걸고 삐지면 제일힘들다
normal,서류상 이혼 어차피 필요없어요 ~ 두분이서 행복하게 오래오래 사시면되죠 ~ 응원하는 사람많다는거 알아주세요 !
normal,서먹한데 같이 어떻게 일해 다른연예인하고 해라
normal,서민들 장사하는 사람 백종원 욕하는 사람 엄청 많습니다 ㆍ
normal,서언이서준이 김현수 아들이냐??ㅋㅋㅋㅋ존나 닮았네ㅋㅋㅋ
normal,서울대가기가 더힘든건 사실이지.
normal,서유리가 아깝다
normal,서인구 싫은데 뭔가 자꾸 잼나 ㅜ ㅜ 군더더기 없고 진도 빠르고 억지도 없고 연출자들 박수 ~
normal,서인국이 군대만 갔다왔어도 ㅠ
normal,서장훈도 힘들었을듯.. 힘내시길 현명한 남자인거 같음
normal,서태지 천재
normal,서현 이런 애들은 소속은 소녀시대인데 그럼 소속사가 없는거야?..아님 어디로 간거지 이해가 안되네..난 아직도 스엠에 있는 줄
normal,서현숙이 너무 아까운거 아니가... 요즘 3대치어중 한명인데 열애설이라니..
normal,서현이랑 싸웠나
normal,선미가 원더걸스 원멤버인줄 몰랐네 새멤버인줄알았다
normal,선미도 공부 잘했다매역시 jyp? ㅋ
normal,선미에게 안될것 같은데. 그래도 응원.
normal,선생님..갑자기 돌아가시다니...삼가 고인의 명복을 빕니다
normal,선생님의 마임공연을 잊지않고있습니다.
normal,"선수가 부족할수 있겠지만 처음취지가 맞는지 모르겠슴 멤버들이 발전하는 모습을 보여주려 하는거 아닌가? 차라리 김성주, 정형돈은 열외하고 뽑는게 낫지않을까"
normal,선예 그래도 리즈시절에 가창력만큼은 수준급이었죠? 태연에 비빌만 하죠?
normal,선예 예쁘게 지내는 모습 티비서 보고싶다
normal,선우가 성이고 혜가 이름인데 계속 우혜우혜... ㅜㅜ
normal,설렘장인 쫑석이
normal,"설리 멋지다..이쁘고 당당하네..노브라가 어때?..편한게 좋은거지?.요즘 설리, 혜리가 최고."
normal,설리최고 하고싶은데로해 그런모습좋아 당당함 앞으로도 더이쁘지라
normal,설마 정법까지 폐지되는건 아니겠지...재밌게 보던 예능들이 하나 둘 폐지되가는걸 보는게 얼마나 힘든데...
normal,설사그렇다 쳐도 몇년전 일을 이제 와서 좀 살겠다는사람한테 참나....힘내숑 상민오빠??
normal,설아♡진우 재결합해두세요 태랑이랑은 안어울림 ㅋㅋ
normal,설현이 개인인지도로는 트와이스 애들 다 압살함
normal,설현이 떨고 있다... 아니겠지 아닐거야 그것만은 안돼
normal,성매매가 구속인가? 아닌걸로 아는데 벌금아니였나
normal,성매매는 합법화 해야한다
normal,성폭행 사실이 입증이 됬군여
normal,성현아 얼굴 되게 이뻐졌다..오히려 20~30대 얼굴보다 갸름하고 균형 맞아진 느낌
normal,성현아 이뻐나의 성장기 여신이였어까지마셈~!!!
normal,성형 안하고 저 정도면 이쁜거 맞지~
normal,성훈님 힘내세요이제 꽃길만 걷자요
normal,성훈씨가 아깝네요!
normal,세 가족 다 예쁘네
normal,세 딸들 모두 너무 예쁘고 각자 매력을 가진 것 같아요. 아빠 어디가에서 보던 세 자매의 모습들이 떠올라 저절로 웃음이 지어집니다ㅎㅎㅎ
normal,세가족 모두 짠했지만 반듯하게 잘 크고 있는건 아빠의 빈자리를 엄마의 역할이 배로 컸을 것이다 그나마 반쪽자리 아빠도 있으니 이들은 이대로의 모습으로 유지하면서 행복하리라 믿는다 남의 가정사에 그만들 상처되는 말들 하시길!!
normal,세경씨 그렇게 안봤는데 진짜 무서운사람이네 세경씨
normal,세기의 커플 탄생 영원한 사랑.
normal,세븐틴 매니저 3명이에요 그리고 저 분은 신입이라서 혼자 나온거지 원래는 3명임 거기다가 한 번 음악방송 나가면 30-40명 정도 스탭 붙음
normal,세상 남자 많은데... 참불쌍해
normal,세상에 둘도 없는 예쁜 커플
normal,세상에서 젤이쁘게 생겼었던 한가인도 이제 나이가든게 눈에 보이네...안타까워요 ㅠ
normal,세엉이는 다 존예들인듯!! 이세영 박세영 좋으다
normal,세월이 많이 흘렀네요ㅜㅜ 편안히 잠드세요~
normal,세월호 아이들도 생각해주세요
normal,세월호 연관돼서 구원파가 무슨 쓰레기집단처럼되버렸는데 그냥 종교의 하나 아닌가? 종교의자유는있는거지 세월호 부실경영한 넘들은 처벌받았고
normal,세자빈 너무 아름다우세요...
normal,세젤예 넘나 잘보고있구~ 이상우씨 소연 씨나오는드라마는 재미를떠나서 무조 봄~
normal,세프가 촬영에 응해서 했겠지만 스튜디오에서 행해지는 언어들은 세프가 동의했을까요?어느정도 적정선을 지켜주셔야하지 않을까요.. 예능 정말 한가지 갖고 물고뜯고 늘어지는거일반인인 세프사장에게 언어폭력과 마찬가지 아닐까요
normal,센터에 자석붙어있는줄
normal,셔누가 무슨 잘뭇했나요? 결백하다...
normal,셔누는 피해자잖아요.
normal,션 아님?
normal,셜리만한 외모의연예인 정말 없는데 ㅠ인성은 나이들면 철들면 좋아지고너무 안타깝고 그재능과 외모가 너무 아깝고악풀의밤에서 웃던 모습 생각나서 마음이 아픕니다
normal,소녀시대 유리
normal,소녀시대인가? 거기있을때보다 지금이 더 존재감있고 좋아보임! 배우 최수영 화이팅!
normal,소름;;짧은예고를 글로 보고 다음 회 다본듯 얼른다음주 ㅎ
normal,소민이가 아까벼.연기할때 상대배우도 잘 만나야할듯.
normal,소율이한테 많은걸 보고 배웠구나ㅎ
normal,소이현님넘 좋아요^^ 인교진씨도 같이 했으면 좋았을텐데~~~~
normal,소인줄 알았네ㅋㅋㅋㅋ
normal,소재 자체가 넘 유치해서 안 봄
normal,소진이 왜 여기있어...?
normal,소현황후? 살아있고 아리공주 생모이고윤소이는 친구의 대리복수를 하는겁니다시신처리때 얼굴 안보여주는거 복선이라고 봅니다
normal,소확행을 택한 현명함을 응원합니다~
normal,소희 패션센스 봐라.. 예전부터 유명하긴했지만 진짜 피지컬만큼이나 옷 깔끔하게 잘 입는듯
normal,손담비 나혼에 고정으로 가자~~매력 넘침~
normal,손담비는 기안급 치트키다
,
,
,
,
,
,
,
,
,
,
,
,
,
normal,손승연 실력은 소향과 동급이라고 봅니다.
normal,손승연 이길사람 없을듯
normal,손현주가 사회 봐주는 자체가 영광이겠다~~^^
normal,손흥민보단 황의조.황의찬.이승우가 다시 보였다ㅋㅋㅋㅋㅋ 골잡이들^^ 조현우키퍼도 잘했고
normal,솔까 노래는진짜좋았다 정준영도그렇고 얘네도그렇고 하지말라는짓만안했으면 . .아티스트로서는 안타깝다
normal,솔까 수지가 더 잘하지 않냐
normal,솔까 시스타 초반에는 다솜밖에 안보였는데...어느순간 소유 얼굴이 점점 예뻐짐..
normal,솔까말 1위 2위 이해안됨3위 4위가 더 잘했다
normal,솔루션 해봤자 열에 아홉은 되돌아간다. 원래 장사 안됐는데 방송 때문에 호기심으로 사람이 많이 오면 정성 들여서 요리 하기 힘드니까 처음 처럼 인스턴트 식품 마냥 쉽게 요리할려고 하니까
normal,솔약국 다모인건 정말 대박이다
normal,솔약국집 아들들 정말재밌게봤던 드라마ㅋㅋ다시보고싶다
normal,솔약국집 진짜 재밌었는데ㅠ
normal,솔직히 기안84가 더 잘생겼다. 그치만 박정민 배우가 좋다. 왜일까. 그저 자기일에 충실하고 묵묵히 뭐든지 스스로 하는 모습이 은근 매력있다.
normal,솔직히 남자들 사이에서 저런거 올리면. 욕하기도 그렇고 좀. 가만있게 될거같다. 로이킴은 위에놈들과 같진 않을거같은데. 슈퍼스타k 우승상금 5억 바로 전액 기부하고 좋은놈 같던데. 봐야알겠지만 참. 억울한 사람들도 여럿 나올듯
normal,"솔직히 노홍철, 김광규, 장미여관 보컬(이름이 생각 안남) 나올때가 훨 잼났지"
normal,솔직히 누군지 모르겠다. 모르면서 아는척~ 난 음악적 스펙트럼 넓어~ 하는 놈들 개극혐
normal,"솔직히 누군지 몰랐고 오늘 (미국시간)처음 알았는데 몹시 궁금했었음.내가 신이 주신 목소리라고 생각한 인물에 조수미가 유일했는데 이사람도 내맘속의 “ 신이 주신 목소리”.목소리 관리 잘하시고 그목소리 영원하시길,,,,"
normal,솔직히 다른걸로는 깔 수 있어도 외모로는 못 깜 ㅋㅋㅋㅋ
normal,솔직히 대상은 풍상씨였는데...
normal,솔직히 뜬금없지만 둘다 좋아하는 배우라 사귀어도 괜찮음~~
normal,솔직히 말해 보자 안재홍이 살빠진게 잘생겼냐 예전 살찐게 낫냐??
normal,솔직히 맞는 말. 기부는 유행 아니고 성유리정도면 꾸준히 기부하는 단체 있을거임. 지목당하면 인스타그램에 왜 안하세요? 하는 사람은 왜 그러는거임? 의무아니잖아ㅋㅋ 신경꺼ㅋㅋ
normal,솔직히 사이다!!!! 털어먼지안나는 사람있나요~힘내세요
normal,솔직히 솔지부르는거보면 하현우 기록깰듯ㄷㄷㄷ;;
normal,솔직히 시집잘갔잖아부럽긴하지
normal,솔직히 씨잼이하니까 멋있어보이네 스웩있고
normal,솔직히 아쉬울게 머잇냐오창석정도면 어디가서보기힘든 훈남인데팅기지말고 만나라
normal,솔직히 여자 멋지긴하다.마인드가.
normal,솔직히 연기로는 남궁민이 대상이지 ㅡㅡ
normal,솔직히 오달수는 영화로 죄값 다 갚았자나요 용서해줍시다..
normal,솔직히 웬만한 천만영화보다 재밌다 ㅋㅋ
normal,솔직히 인정할건해야지 한효주 개이쁨;
normal,솔직히 잘 나가는 건 인정하는데..호랑이 없는 데서만 여우가 왕노릇하는 꼬락서니는 비겁한 듯 ㅋ
normal,솔직히 정세운 떨어진게 제일 이상했어
normal,솔직히 좀 빠졌으면 좋겠어요
normal,솔직히 지금 외압에 의해서 중국에서 별로 호응없는것처럼 보이는거지 실제로는 중국사람들 밥누나이야기 밖에 안한다 정해인 제대로 일 냈다!! 정해인 한류의 별로 떠오르는 중이다 대한민국 남자 No.1 정해인 사랑해요 정해인!!
normal,솔직히 클라라 비주얼 대한민국 최상위급이지
normal,송가인 1억 불러도 안비싸다 대한민국에 송가인만큼 인기있는 사람 나와보라고 하세요
normal,송가인 국보가수~~최고
normal,송가인 화이팅!!!!
normal,송가인씨 출연시켜놓고 소개멘트 하나없고 mbc 너무했다~~
normal,송민호 혼자 왜설겆이 시켰어요 골병들겠다 피오가 많이도와줘야할텐데 송민호키도 큰데 설것이 하면 허리가 얼마나 아플까 나영석 피디는 사람넉넉히 안쓸꺼면설겆이좀 도와야지 아줌마들도 식당설겆이 혼자하면 힘든데
normal,송은이는 이하늘 손잡고 나가라 안어울린다
normal,송이? 씬가여?ㅎㅎ너무축하드려요
normal,송종국이보이네 ㅋ 역시 남자는 머리빨
normal,송중기 결혼했어?!?!?!?!?!
normal,송중기 아깝다ㅠ
normal,송중기 얼굴이 헬쓱해졌어
normal,송중기 응원함~ 오늘 본방 사수♡ 아스달 연대기 재미있음~♡ 안 봤음 어쩔 뻔~
normal,송중기는 아직 좋아하는데 송혜교는 맘이 떠난건가? 같이 인증샷이라도 찍어서 올려서 해명해라
normal,송중기연기너무잘해요 열심히보고있어요 화이팅 중기
normal,송지효도 어울리는데 홍진영은 넘사벽이지 워낙 잘 어울려서 ㅋㅋ
normal,송창의 이유리 너무좋음
normal,송창의 이유리나오면 짠해죽음 ㅠㅠ
normal,송하예 라이브 짱이던데유튜브 사백만 조회수 ㄷㄷ
normal,송혜교 기분이 묘할듯
normal,송혜교 보검이는 건들지마라
normal,송혜교 싫어하지만... 결혼 사진은 진짜 이쁜데... 아깝 ㅠ
normal,"송혜교 완전 이쁘더라 ,,,, 이쁘다 이쁘다 감탄하다보니 1시간 금방 지나감 ㅠㅠㅠ 끝까지 본방사수하겠습니다 ㅋㅋㅋㅋㅋㅋㅋ"
normal,"송혜교가 김남주가 될수 없는 이유?미모로만 승부수 띄우지 말고,연기로 거듭 나시길~이젠 멜로 그만!!!"
normal,송혜교가 뭔가 유책사유가 있는건 확실한거같은데 적어도 배우인 여자를 배려했으면...좋겠다....
normal,송혜교씨 화이팅. 왜 남의 인생에 욕들을 하십니까. 자세한 내막도 모르면서..댁들이나 잘들 하셔야 할듯. 욕하면 죄받아요.
normal,쇼 끝은없는거야
normal,쇼미재방이 더 재밌음
normal,수술당일 사과와 보상 약속 했다는데... 의사편 아니구요.. 병원에서 막무가내로 나온게 아니라 사과+보상 약속했다면 공개적으로 망신주는거 괜찮은건가요..
normal,수아가 불쌍하다 납치되서 20년을 힘들게 살고 남자놈은 수아버리고 민채린한테 가서 다리에서 뛰려고했다 수아가 저둘때메 눈안뒤집히겠냐 그리고 수아정체알고도 부모와못만나게 한채린이를 알게된다면 그집서쫒겨나야죠
normal,수영 성격도 진짜 매력있고.. 키크고 이쁘고 여자친구로서 최고일듯
normal,수원 살았을 때 고등학교 1년 선배였습니다. 그때나 지금이나 성격 좋고 잘 웃는 노래 넘사벽 후배였죠. 뭐 하나 뺄 게 없는 장윤정 앞으로 꽃길만 걸어라~~!!
normal,수지 너무 이뻐
normal,수지 오늘 연기 잘하네
normal,수지가 뭔잘못ㅋㅋㅋㅋㅋㅋ어이없네 누가누굴고소한다는거야 수지 잘못한거 하나없다 사과하지말고 jyp는 일좀해라ㅡㅡ 청원글 올린사람을 고소하던가 수지가올렸냐 아님 상호명을 언급했냐 참내
normal,수지는 참 애가 보는 눈이 참 없네 ㅋㅋ 뭐가 아쉽다고 이민호 같은 애랑 ㅋㅋ 에휴 니도 하~~~~~~~~아안참 멀었다 아직
normal,수지씨 그만 괴롭혀요 ㅜ 수지씨 남자는 많아요 한 여자만 사랑하고 아껴주는 남자 있어요 조은 남자 만나세요
normal,수지씨가 잘못된게 불쌍한 사람 도와주려한것 뿐인데 참 인생 세상 아름답지 않군요 ㅜ 내 딸 나이인데 큰 마음의 상처 남기겠네요 세상이 깨끗하지 않습니다 수지씨 마음처럼ㅠ 수지씨 잘 해결되길 응원하겠습니다
normal,숙언니 힘내요 ㅠㅠ막내딸이라고 들은 거같은데 ㅠ삼가고인의 명복을 빕니다
normal,숙행커플은 좀 별로 ㅎㅎ
normal,순간 고재근인줄알고 개깜놀했네.
normal,순간 수지인줄
normal,순간 지디인줄 ^^;;;;
normal,순간 홍진영으로 보고 홍진영 숨겨진 딸이 있었나 했음...
normal,순박하고 촌스러운 강하늘 역할때문에 공효진이 덕보고 있는거지 상대 남배우 복 많은 여배우
normal,숨기는걸 못하는 스타일이라 손해를 보는거 같아요. 예쁜데 잘 안풀리는거 같아서 늘 짠한 배우 응원해요~
normal,슈. 힘내라. 다시는. 도박하지마라
normal,슈는요? 강원도에 이싸요?
normal,슈돌하차해도 승재랑도같이 방송 출연 해주세요~~승재 너무 보고싶을듯ㅠ 가족 행복하세요♡
normal,슈스케는? 왜 슈스케 얘기는없냐
normal,슈퍼맨 나레이션 좋았는데 갑자기 바뀐거 아쉬워요ㅠ..
normal,슈퍼맨은 아직도 아이들이 좋아합니다
normal,스노우 자체가 보정인데 뭔얘기야. 물론 고소영은 이쁨 ^^^^^^
normal,스노우는 다보정돼서 나오던데
normal,스윙스 나올때는 잼던데 ㅋㅋㅋ
normal,스카이캐슬과 같은 긴장감 몰입도 ㅋㅋ
normal,스타들의 조카를 보는 재미도 좋으네요^^스타들 가족들 보는거 좋아하는데 ㅋㅋ 신선한 방송이었어요^^
normal,스탠 리 라고 써라. 뒤에 마틴까지 붙일거 아니믄.
normal,스토브리그보고 남궁민팬됨 ㅋㅋㅋㅋ 남자다. ㅋㅋㅋ
normal,스트레스로 인한 섭식장애... 걱정됨.
normal,스페셜 방송 너무 좋아요. 끝나는거 너무 아쉬워요.
normal,스포츠 드라마를 이렇게 흥미롭게 본적이 없엇는데~~백승수이엇기에 가능한 드라마엿다
normal,스피카때부터 남다른 외모로 초반에 회사에서 밀어 주었음 수지정도는 되 있었을듯 대기 만성도 있으니 늦지않았으니 지금부터 꼭 꽃길 걷길....
normal,슬기 못 보는 게 너무 아쉽다ㅜㅜ
normal,슬픈연극으로 인해 더 악화된듯
normal,승관보면 문희준보는거같음
normal,승기 머리스타일 이상해 잘생긴얼굴에ㅠㅠ 변화가시급함
normal,승기 이제 노랜 안하냐?
normal,승리 1승.. 승리는 최소한 약은 안했따
normal,승리 은퇴했으니깐 YG 욕하지마세요 YG 블랙핑크 빌보드 진출 시키고 송민호 강식당 다시 시작하면 예능대세되자
normal,승리구속 안하는거니? 못하는거니?? 그리고 윤총경은?
normal,승리는 일단 마약을 안했자나 ㄹㅇ
normal,승리님 힘내세요 화이팅
normal,승리도 승리지만 근데 나이트클럽 거의 다 그러지 않나
normal,승리랑 1도 상관없는데 놀랬네 ㅡ.ㅡ^^^
normal,승리를 박살내는구나 불쌍하다ㅠ
normal,시간 지나면 활동하는것도 괜찮지 않나? 죗값 치르고 앞으로 안하면 활동해도 된다 싶다. 너무 비난하지 말자.
normal,시기가 미묘하네요
normal,시어머니가 넘 좋으시네
normal,시언씨 항상 응원합니다~~~따뜻한 마음이 중요하지 뭐가 중요한가요
normal,시즌 3 꼭 2년 후에 해주세요~~ 시즌 2 멤버들과 도인범 모두 다 나오길~~기원합니다
normal,시즌2 가즈아!!!
normal,시즌3은 잘 모르는 가수들만 나오네.
normal,시즌제 ~~~~~가즈아
normal,시즌제네 ㅋ
normal,시청률 대박 진혁이 너무 귀엽고 스윗해 박보검의 따뜻하고 설레는 눈빛만 봐도 진짜 설레요
normal,식수대아냐? 저기에 왜 누워...?
normal,식스센스 무대 겁나 멋있고 잘하더만 비주얼도 좋고 근데 왜 4위뿐이 안되냐 ㅡㅡ 적어도 2등은 줘야지
normal,신났구만 다들
normal,신다은 볼수록 심쿨매력
normal,신다은은 잊을만 하면 예능에 나오네
normal,신동 : 최시원이 진짜 국회의원 됐으면 좋겠다 (실제로 한 말)
normal,신동미 전부터 연기 잘한다고 생각했는데 왜그레 풍상씨에서 호소력 있는 연기 정말 좋았고 동상이몽에 나와서 더 호감가고 좋은 사람이란 생각이 들었고 남편분도 호감이 가고~ 더욱더 좋은 연기 해주기를 응원할게요 ~**
normal,신동엽이 일케 연기를 잘하다니
normal,신랑 부모 입장에서는 참...
normal,신랑은 모함? 난밥잘먹었는대 4끼 .. 그래서 살이 안빠짐 ㅜㅜ
normal,신민아씨 본명이 양민아지요?
normal,신부분이 엄청 애교가 넘쳐보여요
normal,신상품 생산도 아니고..이런거 이젠 싫다..왠지 애들이 제품이 된 느낌이야..소비하다 낡고 오래되면 버리고 새로운 제품으로 대체하는..게다가 아이를 대상으로..난 싫다ㅠ
normal,신선해서 좋았음~!!!
normal,신성록 연기 잘하는듯극중 캐릭터보고 신성록 까지 싫어짐배우까지 싫어지게 연기하니 연기 잘하는듯근데 드라마는 재미없어서 딱 1회보고 도저히 못봄 신성록 인성 더러워 보이는것도 연기를 잘해서겠지? 대단 짝짝짝
normal,신성록이 주인공인가요?ㅋㅋ
normal,신성일은 탈코리안 마인드지....이분은 시대를 잘못탄게 아니라 지대를 잘못탄분...
normal,신수지 겁나이쁜데 얼굴몸매ㄷㄷ 부럽다
normal,신인이 긴장한상태에서 실수를해도 끝까지 침착하게 부른걸 칭찬해야하는거 아닌가? 왜이렇게 사람 못잡아먹어 안달인지
normal,신재민때문에 이광수 터트린듯~
normal,신정환 출연 대국민 사과나 하길 뻔뻔하다
normal,신정환 출연시킨뒤로 관심끊은 프로
normal,신지 딱 내 스타일!!!!!화이팅!!!!!!!! 코요테 흥해라 흥!!!!!!
normal,신지수가 누구여
normal,신지언니식대로 하시길♥
normal,신천지 검사부터 하자
normal,신천지 인가보네 ㅉㅉ
normal,신품 때 섹시하신 것도 잘 어울렸는데 이 컨셉은 쪼금 아쉽네용ㅋㅋ 그래도 예쁘심
normal,신해철도 중요하지만 이사건때문에 그의사환자들 갑자기 병원 없어져서 더힘드네요
normal,신현준 쿨케이 주영훈
normal,신혜만 보인다 넘 예쁘고 엠마 와 진짜 신비그자체두주연땜에 본다많이 나오구 진도 좀 나가자
normal,신혜선도 나와라~!!
normal,신혼 생활중 얼굴 업그래이드했네요.그전 얼굴도 괜찮았는데..좋은 연기 부탁드려요
normal,신혼일기 작가 인터뷰 한번 읽어봐라.그럼 구혜선이 얼마나 솔직한 사람이고 안재현이 말함부로 하는 사람이란거 잘 알꺼다.
normal,실검 떳길래 우유 신제품 나왔나 했네아오이우유는 또 누구야?
normal,실루엣 사진이 넘 무섭다ㅜㅜ그러지마세요...ㅜㅜ왜...돈..명성 다 있으신 분이..왜그래요...스스로를 귀하게 생각하세요..어디...해외 여행이라도 가서..좋은거 보고 오세요ㅜㅜ
normal,실물보면 ..... 얼음될듯
normal,실수는 누구나 있는 법...이제부터 잘하면 되요..
normal,실장스파이>불륜남녀도와주는스파이 민수아.문재상 힘내여 파이팅
normal,실제로 보면 이쁘겠지???
normal,심뽀 더러운 인간들 많네젊은 청년이 열심히 하는게 참 대단하다 싶은데반면에 시기질투하는 인간들도 많을거야
normal,심성은착한앤데......어쩌다가 이이구..반성하는거같으니 훈방? 그런정도로 끝내고 집으로 돌려보냈음 좋겠다.
normal,심장마비로 기사 써 달라 했겠지.생활고에 시달려 나쁜 선택한 게 분명한데..ㅜㅜ암튼 삼가 고인의 명복을 빕니다.
normal,십년이 흐른 지금에도 남잔 의리!!
normal,싱글처럼젊던데 결혼하셨구나 축하해요 !!연기도 더하시짘ㅋㅋㅋㅋ
normal,싸이 홧팅!!!
normal,쌈디 다시나오게해주세요..지금 추석특집재방하는데 넘착하고 자상하고..쌈디랑나래랑썸도 잼나고..진짜 쌈디아빠닮아서 자상한듯..쌈디 꼭볼수잇게해주세요..ㅜ
normal,쌈디 조타~
normal,쌈마이웨이때도 나혼자 권상우 닮았다고 느낌ㅋㅋ훈남느낌있었음ㅎㅎ
normal,"쌍방 입장이 다른 이해관계이므로, 소속사 입장을 들어보면 또 다른 얘기가 나올것 같음. 어쨌든 서로 욕심을 좀 내려놓고 원만히 해결되길"
normal,쌍방 잘한거 하나도 없다
normal,쏘니라고 불리는게 전 별로네요..일본브랜드라서...손 흥민님 괜히 최고가 된게 아니더군요~ 본받고싶어요!!
normal,씁쓸하네요.김흥국씨 돈벌이 못하게되면 부인분도 힘들텐데...좀 참으시지요. 십여년 동안 같이 안살다가 합치니 얼마나 힘들지 이해는합니다만...참..기러기가족 문제의 단적인 예.
normal,아 난 열대새가 더 좋앗어ㅠㅠ
normal,아 오늘꺼 너무 재밌었다ㅋㅋ
normal,아 이진은 뉴욕댁인데 김민서도 미국댁이네 행복하게 잘 사세요 축하드려요
normal,아 잼잼이 예뻐라
